text,label
examination chest x ray findings study demonstrates mild cardiomegaly impression radiological appearance supports diagnosis congestive heart failure,radiology
patient name priya reddy age sex year old female final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo history present illness patient reported progressive symptoms indicative ischemic stroke appropriate diagnostic workup established diagnosis medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated,discharge
examination chest x ray findings study demonstrates mild cardiomegaly impression findings suggestive congestive heart failure,radiology
hemoglobin g dl wbc cells ul glucose mg dl creatinine mg dl,lab
examination chest x ray findings study demonstrates mild cardiomegaly impression features likely represent congestive heart failure,radiology
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression radiological appearance supports diagnosis diabetic ketoacidosis,radiology
patient name neha sharma age sex year old female final diagnosis ischemic stroke medications discharge aspirin clopidogrel atorvastatin hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated condition discharge patient improved clinically discharged stable condition vital signs admission bp mmhg hr bpm temp f spo history present illness patient brought emergency department due features ischemic stroke appropriate diagnostic workup established diagnosis,discharge
examination ultrasound abdomen findings study demonstrates acute abdominal pathology impression features likely represent diabetic ketoacidosis,radiology
patient name kiran mehta age sex year old male final diagnosis community acquired pneumonia vital signs admission bp mmhg hr bpm temp f spo medications discharge azithromycin ceftriaxone paracetamol history present illness patient presented hospital symptoms consistent community acquired pneumonia findings evaluation consistent diagnosis condition discharge patient improved clinically discharged stable condition hospital course hospitalization intravenous antibiotics initiated oxygen supplementation provided chest physiotherapy advised follow chest imaging showed improvement,discharge
patient name sneha verma age sex year old female final diagnosis congestive heart failure history present illness patient brought emergency department due features congestive heart failure findings evaluation consistent diagnosis vital signs admission bp mmhg hr bpm temp f spo medications discharge furosemide enalapril spironolactone condition discharge time discharge patient hemodynamically stable hospital course hospitalization diuretics administered fluid restriction maintained cardiac monitoring performed symptoms improved medical management,discharge
examination chest x ray findings study demonstrates right lower lobe consolidation impression imaging features keeping community acquired pneumonia,radiology
examination chest x ray findings study demonstrates right lower lobe consolidation impression imaging features keeping community acquired pneumonia,radiology
patient name rahul mehta age sex year old female final diagnosis ischemic stroke condition discharge patient improved clinically discharged stable condition history present illness patient presented hospital symptoms consistent ischemic stroke findings evaluation consistent diagnosis medications discharge aspirin clopidogrel atorvastatin vital signs admission bp mmhg hr bpm temp f spo hospital course hospitalization antiplatelet therapy started neurological monitoring performed blood pressure carefully controlled physiotherapy rehabilitation initiated,discharge
